,entity,CIK,Full_CIK,ticker
6824,"CITRIX SYSTEMS, INC.",877890,CIK0000877890,CTXS
6825,Dogness (International) Corporation,1707303,CIK0001707303,DOGZ
6826,BLUEGREEN VACATIONS HOLDING CORPORATION,315858,CIK0000315858,BVHBB
6827,RADA ELECTRONIC INDUSTRIES LTD.,761238,CIK0000761238,RADA
6828,O2MICRO INTERNATIONAL LTD,1095348,CIK0001095348,OIIM
6829,"HERTZ GLOBAL HOLDINGS, INC",1657853,CIK0001657853,HTZWW
6830,Lexaria Bioscience Corp.,1348362,CIK0001348362,LEXXW
6831,Palantir Technologies Inc.,1321655,CIK0001321655,PLTR
6832,QUANEX BUILDING PRODUCTS CORPORATION,1423221,CIK0001423221,NX
6833,"ROCKWELL MEDICAL, INC.",1041024,CIK0001041024,RMTI
6834,SUNOCO LP,1552275,CIK0001552275,SUN
6835,"Lemonade, Inc.",1691421,CIK0001691421,LMND
6836,"FRANKLIN BSP REALTY TRUST, INC.",1562528,CIK0001562528,FBRT
6837,Swvl Holdings Corp,0001875609,CIK0001875609,SWVLW
6838,CENTRAL VALLEY COMMUNITY BANCORP,1127371,CIK0001127371,CVCY
6839,"DLT RESOLUTION, INC",1420368,CIK0001420368,DLTI
6840,"Becton, Dickinson and Company",10795,CIK0000010795,BDXB
6841,LION COPPER AND GOLD CORP.,1339688,CIK0001339688,LCGMF
6842,BELLUS HEALTH INC.,1259942,CIK0001259942,BLU
6843,"EOG RESOURCES, INC.",821189,CIK0000821189,EOG
6844,BANCOLOMBIA SA,1071371,CIK0001071371,CIB
6845,mCloud Technologies Corp.,0001756499,CIK0001756499,MCLDW
6846,"ADVANZEON SOLUTIONS, INC.",22872,CIK0000022872,CHCR
6847,Imperalis Holding Corp.,1349706,CIK0001349706,IMHC
6848,SEAGEN INC.,1060736,CIK0001060736,SGEN
6849,"AMC ENTERTAINMENT HOLDINGS, INC.",1411579,CIK0001411579,APE
6850,"Xenia Hotels & Resorts, Inc.",1616000,CIK0001616000,XHR
6851,JACK IN THE BOX INC.,807882,CIK0000807882,JACK
6852,"SAREPTA THERAPEUTICS, INC.",873303,CIK0000873303,SRPT
6853,AMERITYRE CORPORATION,945828,CIK0000945828,AMTY
6854,MARVION INC.,1439264,CIK0001439264,BONZ
6855,"JD.com, Inc.",1549802,CIK0001549802,JDCMF
6856,SBA COMMUNICATIONS CORPORATION,1034054,CIK0001034054,SBAC
6857,RLJ LODGING TRUST,1511337,CIK0001511337,RLJ
6858,"NAUTILUS BIOTECHNOLOGY, INC.",1808805,CIK0001808805,NAUT
6859,VIRGINIA NATIONAL BANKSHARES CORP,1572334,CIK0001572334,VABK
6860,"COGENT BIOSCIENCES, INC.",1622229,CIK0001622229,COGT
6861,BELLEVUE LIFE SCIENCES ACQUISITION CORP.,0001840425,CIK0001840425,BLAC
6862,TWIN VEE POWERCATS CO.,1855509,CIK0001855509,VEEE
6863,Metropolitan Bank Holding Corp.,1476034,CIK0001476034,MCB
6864,BiomX Inc.,1739174,CIK0001739174,PHGE
6865,NOVO NORDISK A/S,353278,CIK0000353278,NONOF
6866,ANNALY CAPITAL MANAGEMENT INC,1043219,CIK0001043219,NLY
6867,AMERICAN CHURCH MORTGAGE COMPANY,934543,CIK0000934543,ACMC
6868,DUTCH BROS INC.,1866581,CIK0001866581,BROS
6869,Kimbell Tiger Acquisition Corp,0001863099,CIK0001863099,TGR
6870,"FIRSTHAND TECHNOLOGY VALUE FUND, INC.",0001495584,CIK0001495584,SVVC
6871,"Applied Optoelectronics, Inc.",1158114,CIK0001158114,AAOI
6872,FARMER BROTHERS CO,34563,CIK0000034563,FARM
6873,"ONE GROUP HOSPITALITY, INC.",1399520,CIK0001399520,STKS
6874,"Fluence Energy, Inc.",0001868941,CIK0001868941,FLNC
6875,FORESIGHT AUTONOMOUS HOLDINGS LTD.,1691221,CIK0001691221,FRSX
6876,"Amphastar Pharmaceuticals, Inc.",1297184,CIK0001297184,AMPH
6877,OMNITEK ENGINEERING CORP.,1404804,CIK0001404804,OMTK
6878,New Pacific Metals Corp.,1369085,CIK0001369085,NEWP
6879,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",842180,CIK0000842180,BBVXF
6880,New Vista Acquisition Corp,1838433,CIK0001838433,NVSAW
6881,"BEAZER HOMES USA, INC.",915840,CIK0000915840,BZH
6882,"UDR, Inc.",74208,CIK0000074208,UDR
6883,TZP STRATEGIES ACQUISITION CORP.,1823481,CIK0001823481,TZPSW
6884,"RICHARDSON ELECTRONICS, LTD.",355948,CIK0000355948,RELL
6885,"DOMINION ENERGY, INC.",715957,CIK0000715957,D
6886,LIV CAPITAL ACQUISITION CORP. II,0001875257,CIK0001875257,LIVBW
6887,"Monte Rosa Therapeutics, Inc.",1826457,CIK0001826457,GLUE
6888,"INTREPID POTASH, INC.",1421461,CIK0001421461,IPI
6889,Parsec Capital Acquisitions Corp.,1855751,CIK0001855751,PCXCW
6890,E-QURE CORP.,1563536,CIK0001563536,EQUR
6891,"HBT Financial, Inc.",775215,CIK0000775215,HBT
6892,"EVOFEM BIOSCIENCES, INC.",1618835,CIK0001618835,EVFM
6893,Woodbridge Liquidation Trust,1785494,CIK0001785494,WBQNL
6894,APOLLO STRATEGIC GROWTH CAPITAL II,1838337,CIK0001838337,APGB
6895,"AYTU BIOPHARMA, INC.",1385818,CIK0001385818,AYTU
6896,"FIRST BUSINESS FINANCIAL SERVICES, INC.",1521951,CIK0001521951,FBIZ
6897,INNOVATION1 BIOTECH INC.,1629205,CIK0001629205,IVBT
6898,GREEN PLAINS INC.,1309402,CIK0001309402,GPRE
6899,Figure Acquisition Corp. I,1839550,CIK0001839550,FACA
6900,"Skye Bioscience, Inc.",1516551,CIK0001516551,SKYE
6901,SecureWorks Corp,1468666,CIK0001468666,SCWX
6902,"DICK’S SPORTING GOODS, INC.",1089063,CIK0001089063,DKS
6903,"Privia Health Group, Inc.",1759655,CIK0001759655,PRVA
6904,AMBEV S.A.,1565025,CIK0001565025,ABEV
6905,"Sound Financial Bancorp, Inc.",1541119,CIK0001541119,SFBC
6906,"Omega Therapeutics, Inc.",1850838,CIK0001850838,OMGA
6907,EnerSys,1289308,CIK0001289308,ENS
6908,DRILLING TOOLS INTERNATIONAL CORPORATION,0001884516,CIK0001884516,ROCAU
6909,Fortive Corporation,1659166,CIK0001659166,FTV
6910,DESTINATION MATERNITY CORP,896985,CIK0000896985,DESTQ
6911,MICROALGO INC.,1800392,CIK0001800392,VENAW
6912,"UpHealth, Inc.",1770141,CIK0001770141,UPH
6913,TUSCAN HOLDINGS CORP. II,1773087,CIK0001773087,THCAW
6914,Bank of South Carolina Corporation,1007273,CIK0001007273,BKSC
6915,"Twitter, Inc.",1418091,CIK0001418091,TWTR
6916,BRAZILIAN DISTRIBUTION CO COMPANHIA BRASILEIRA DE DISTR CBD,1038572,CIK0001038572,CBD
6917,"REPUBLIC BANCORP, INC.",921557,CIK0000921557,RBCAA
6918,AMERICAS TECHNOLOGY ACQUISITION CORP.,1825254,CIK0001825254,ATA
6919,NVE CORP,724910,CIK0000724910,NVEC
6920,"NEXTGEN HEALTHCARE, INC.",708818,CIK0000708818,NXGN
6921,"HEMPACCO CO., INC.",0001892480,CIK0001892480,HPCO
6922,MANUFACTURED HOUSING PROPERTIES INC.,1277998,CIK0001277998,MHPC
6923,DATA STORAGE CORPORATION,1419951,CIK0001419951,DTSTW
6924,"VWF Bancorp, Inc.",0001913838,CIK0001913838,VWFB
6925,EPR PROPERTIES,1045450,CIK0001045450,EPR
6926,NexTier Oilfield Solutions Inc.,1688476,CIK0001688476,NEX
6927,"LEGGETT & PLATT, INC",58492,CIK0000058492,LEG
6928,Yatsen Holding Limited,1819580,CIK0001819580,YSG
6929,Redwoods Acquisition Corp.,0001907223,CIK0001907223,RWODW
6930,Kingfish Holding Corporation,1374881,CIK0001374881,KSSH
6931,"IMMIX BIOPHARMA, INC.",0001873835,CIK0001873835,IMMX
6932,AVAYA HOLDINGS CORP.,1418100,CIK0001418100,AVYA
6933,"GLOBE PHOTOS, INC.",1527844,CIK0001527844,GBPT
6934,GSK plc,1131399,CIK0001131399,GLAXF
6935,"CB FINANCIAL SERVICES, INC.",1605301,CIK0001605301,CBFV
6936,"Via Renewables, Inc.",1606268,CIK0001606268,VIASP
6937,Counter Press Acquisition Corporation,0001873964,CIK0001873964,CPAQW
6938,Cowen Inc.,1466538,CIK0001466538,COWNL
6939,UBS Group AG,1610520,CIK0001610520,UBS
6940,"IIOT-OXYS, Inc.",1290658,CIK0001290658,ITOX
6941,"Sigilon Therapeutics, Inc.",1821323,CIK0001821323,SGTX
6942,"Aravive, Inc.",1513818,CIK0001513818,ARAV
6943,"Sunstone Hotel Investors, Inc.",1295810,CIK0001295810,SHO
6944,NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP INC.,1372920,CIK0001372920,EDU
6945,BLACKROCK TCP CAPITAL CORP.,0001370755,CIK0001370755,TCPC
6946,THE LION ELECTRIC COMPANY,0001834974,CIK0001834974,LEV
6947,Cresud Inc.,1034957,CIK0001034957,CRESW
6948,"FIRSTCASH HOLDINGS, INC.",840489,CIK0000840489,FCFS
6949,STEPSTONE GROUP INC.,1796022,CIK0001796022,STEP
6950,JETBLUE AIRWAYS CORP,1158463,CIK0001158463,JBLU
6951,iROBOT CORPORATION,1159167,CIK0001159167,IRBT
6952,"Stock Yards Bancorp, Inc.",835324,CIK0000835324,SYBT
6953,Sprott     ESG Gold ETF,0001837824,CIK0001837824,SESG
6954,Drive Shack Inc.,1175483,CIK0001175483,DS
6955,First Internet Bancorp,1562463,CIK0001562463,INBKZ
6956,CADIZ INC,727273,CIK0000727273,CDZI
6957,"KURA ONCOLOGY, INC.",1422143,CIK0001422143,KURA
6958,"SUPERIOR GROUP OF COMPANIES, INC.",95574,CIK0000095574,SGC
6959,"YEW BIO-PHARM GROUP, INC.",1548240,CIK0001548240,YEWB
6960,M3-BRIGADE ACQUISITION III CORP.,1856589,CIK0001856589,MBSC
6961,"SIENTRA, INC.",1551693,CIK0001551693,SIEN
6962,"BEYOND, INC.",1130713,CIK0001130713,OSTK
6963,DHC ACQUISITION CORP.,1838163,CIK0001838163,DHCAW
6964,Ecovyst Inc.,1708035,CIK0001708035,ECVT
6965,TMC THE METALS COMPANY INC.,1798562,CIK0001798562,TMCWW
6966,ARKO Corp.,1823794,CIK0001823794,ARKOW
6967,TIMKEN CO,98362,CIK0000098362,TKR
6968,"GLOBAL TECHNOLOGIES, LTD",932021,CIK0000932021,GTLL
6969,U.S. GOLD CORP.,27093,CIK0000027093,USAU
6970,GOLDEN ARROW MERGER CORP.,1841125,CIK0001841125,GAMCW
6971,"Lazydays Holdings, Inc.",1721741,CIK0001721741,LAZYW
6972,Ibere Pharmaceuticals,1835205,CIK0001835205,IBER
6973,AUGUSTA GOLD CORP.,1448597,CIK0001448597,AUGG
6974,LOMA NEGRA COMPANIA INDUSTRIALARGENTINA SOCIEDAD ANONIMA,1711375,CIK0001711375,LOMA
6975,EdtechX Holdings Acquisition Corp. II,1817153,CIK0001817153,EDTXW
6976,INVESCO DB COMMODITY INDEX TRACKING FUND,1328237,CIK0001328237,DBC
6977,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,1058290,CIK0001058290,CTSH
6978,Biofrontera AG,1712641,CIK0001712641,BFAGY
6979,GREENBRIER COMPANIES INC,923120,CIK0000923120,GBX
6980,"PetIQ, Inc.",1668673,CIK0001668673,PETQ
6981,DRAGANFLY INC.,1786286,CIK0001786286,DPRO
6982,"BROAD STREET REALTY, INC.",764897,CIK0000764897,BRST
6983,"JACK HENRY & ASSOCIATES, INC.",779152,CIK0000779152,JKHY
6984,Invesco CurrencyShares Euro Trust,1328598,CIK0001328598,FXE
6985,"Protagenic Therapeutics, Inc.\new",1022899,CIK0001022899,PTIXW
6986,QUANTUM CORP /DE/,709283,CIK0000709283,QMCO
6987,"Value Exchange International, Inc.",1417664,CIK0001417664,VEII
6988,FRESENIUS MEDICAL CARE AG,1333141,CIK0001333141,FMCQF
6989,"Lux Amber, Corp.",1740695,CIK0001740695,LXAM
6990,"MJ Harvest, Inc.",1789330,CIK0001789330,MJHI
6991,"REVE TECHNOLOGIES, INC.",1495028,CIK0001495028,BSSP
6992,,0001176984,CIK0001176984,EIM
6993,PORTAGE RESOURCES INC.,1403674,CIK0001403674,OMHI
6994,TELLURIAN INC. /DE/,61398,CIK0000061398,TELZ
6995,1st Source Corporation,34782,CIK0000034782,SRCE
6996,NORTHERN STAR INVESTMENT CORP. II,1834518,CIK0001834518,NSTB
6997,FRESH DEL MONTE PRODUCE INC,1047340,CIK0001047340,FDP
6998,"HANNOVER HOUSE, INC.",1069680,CIK0001069680,HHSE
6999,"Oncternal Therapeutics, Inc.",1260990,CIK0001260990,ONCT
7000,,0001480999,CIK0001480999,EXD
7001,Antiaging Quantum Living Inc.,1672571,CIK0001672571,ACHN
7002,CHICAGO RIVET & MACHINE CO,19871,CIK0000019871,CVR
7003,National Storage Affiliates Trust,1618563,CIK0001618563,NSA
7004,Investar Holding Corporation,1602658,CIK0001602658,ISTR
7005,"eFFECTOR Therapeutics, Inc.",1828522,CIK0001828522,EFTRW
7006,MERIT MEDICAL SYSTEMS INC,856982,CIK0000856982,MMSI
7007,"Grove Collaborative Holdings, Inc.",1841761,CIK0001841761,GROV
7008,Churchill Capital Corp V,1812234,CIK0001812234,CCV
7009,"BANGFU TECHNOLOGY GROUP CO., LTD.",1741257,CIK0001741257,BFGX
7010,"Magyar Bancorp, Inc.",1337068,CIK0001337068,MGYR
7011,BRAVO MULTINATIONAL INCORPORATED,1444839,CIK0001444839,BRVO
7012,"SINCLAIR BROADCAST GROUP, INC.",912752,CIK0000912752,SBGI
7013,Riskified Ltd.,0001851112,CIK0001851112,RSKD
7014,EXELON CORPORATION,1109357,CIK0001109357,EXC
7015,HAMILTON LANE INC,1433642,CIK0001433642,HLNE
7016,"NCS Multistage Holdings, Inc.",1692427,CIK0001692427,NCSM
7017,OP BANCORP,1722010,CIK0001722010,OPBK
7018,UNIVERSAL HEALTH REALTY INCOME TRUST,798783,CIK0000798783,UHT
7019,INTELGENX TECHNOLOGIES CORP.,1098880,CIK0001098880,IGXT
7020,"INTERACTIVE BROKERS GROUP, INC.",1381197,CIK0001381197,IBKR
7021,"GANNETT CO., INC.",1579684,CIK0001579684,GCI
7022,MACERICH CO,912242,CIK0000912242,MAC
7023,"GREENWAVE TECHNOLOGY SOLUTIONS, INC",1589149,CIK0001589149,GWAV
7024,"ANAPTYSBIO, INC",1370053,CIK0001370053,ANAB
7025,Farfetch Ltd,1740915,CIK0001740915,FTCH
7026,"CAPSTAR FINANCIAL HOLDINGS, INC.",1676479,CIK0001676479,CSTR
7027,,0001501103,CIK0001501103,EDF
7028,IRSA Investments and Representations Inc.,933267,CIK0000933267,IRS
7029,"DANIELS CORPORATE ADVISORY COMPANY, INC.",1498291,CIK0001498291,DCAC
7030,"MAUI LAND & PINEAPPLE COMPANY, INC.",63330,CIK0000063330,MLP
7031,DAILY JOURNAL CORPORATION,783412,CIK0000783412,DJCO
7032,"SPI ENERGY CO., LTD.",1210618,CIK0001210618,SPI
7033,"DRIL-QUIP, INC.",1042893,CIK0001042893,DRQ
7034,Technology & Telecommunication Acquisition Corporation,0001900679,CIK0001900679,TETEW
7035,SOUTHERN MICHIGAN BANCORP INC,703699,CIK0000703699,SOMC
7036,Alvotech,0001898416,CIK0001898416,ALVOW
7037,"ARMATA PHARMACEUTICALS, INC.",921114,CIK0000921114,ARMP
7038,"STEREOTAXIS, INC.",1289340,CIK0001289340,STXS
7039,VOLITIONRX LIMITED,93314,CIK0000093314,VNRX
7040,"Blubuzzard, Inc.",1765826,CIK0001765826,BZRD
7041,AIM IMMUNOTECH INC.,946644,CIK0000946644,AIM
7042,"INTERNATIONAL SEAWAYS, INC.",1679049,CIK0001679049,INSW
7043,MEXCO ENERGY CORPORATION,66418,CIK0000066418,MXC
7044,CAN-FITE BIOPHARMA LTD.,1536196,CIK0001536196,CANF
7045,"American Virtual Cloud Technologies, Inc.",1704760,CIK0001704760,AVCTW
7046,CAMECO CORPORATION,1009001,CIK0001009001,CCJ
7047,Affimed N.V.,1608390,CIK0001608390,AFMD
7048,TONIX PHARMACEUTICALS HOLDING CORP.,1430306,CIK0001430306,TNXP
7049,FTAI AVIATION LTD.,1590364,CIK0001590364,FTAIP
7050,Runway Growth Finance Corp.,0001653384,CIK0001653384,RWAYL
7051,"IONIX TECHNOLOGY, INC.",1528308,CIK0001528308,IINX
7052,"Fresh Vine Wine, Inc.",0001880343,CIK0001880343,VINE
7053,Logistics Innovation Technologies Corp.,1848364,CIK0001848364,LITTW
7054,"HV BANCORP, INC.",1594555,CIK0001594555,HVBC
7055,IRIDEX CORP,1006045,CIK0001006045,IRIX
7056,Booz Allen Hamilton Holding Corp,1443646,CIK0001443646,BAH
7057,NANOFLEX POWER CORP,1571636,CIK0001571636,OPVS
7058,GENESIS UNICORN CAPITAL CORP.,0001853112,CIK0001853112,GENQW
7059,"Akamai Technologies, Inc",1086222,CIK0001086222,AKAM
7060,PROOF ACQUISITION CORP I,0001853070,CIK0001853070,PACI
7061,GUOZI ZHONGYU CAPITAL HOLDINGS,1267612,CIK0001267612,GZCC
7062,Zymergen Inc.,1645842,CIK0001645842,ZY
7063,"B2Digital, Incorporated",725929,CIK0000725929,BTDG
7064,,0001502573,CIK0001502573,AFT
7065,"DigitalOcean Holdings, Inc.",1582961,CIK0001582961,DOCN
7066,EMPOWERMENT & INCLUSION CAPITAL I CORP.,1825720,CIK0001825720,EPWR
7067,NETWORK CN INC.,934796,CIK0000934796,NWCN
7068,"JELD-WEN Holding, Inc.",1674335,CIK0001674335,JELD
7069,British American Tobacco p.l.c.,1303523,CIK0001303523,BTAFF
7070,WILLIAM PENN BANCORPORATION,1828376,CIK0001828376,WMPN
7071,SEADRILL LIMITED,1737706,CIK0001737706,SEDRF
7072,"HOST HOTELS & RESORTS, INC.",1070750,CIK0001070750,HST
7073,CMS ENERGY CORPORATION,811156,CIK0000811156,CMSD
7074,QUOIN PHARMACEUTICALS LTD.,1671502,CIK0001671502,QNRX
7075,"Dr. FOODS, Inc.",1857910,CIK0001857910,DRFS
7076,Iterum Therapeutics plc,1659323,CIK0001659323,ITRM
7077,Vinci Partners Investments Ltd.,1826286,CIK0001826286,VINP
7078,"LIVE NATION ENTERTAINMENT, INC.",1335258,CIK0001335258,LYV
7079,PARKER DRILLING CO /DE/,76321,CIK0000076321,PKDC
7080,PAYLOCITY HOLDING CORPORATION,1591698,CIK0001591698,PCTY
7081,"Rekor Systems, Inc.",1697851,CIK0001697851,REKR
7082,,0001160990,CIK0001160990,PCN
7083,"PFSweb, Inc.",1095315,CIK0001095315,PFSW
7084,"Vital Farms, Inc.",1579733,CIK0001579733,VITL
7085,"ALTUS POWER, INC.",1828723,CIK0001828723,AMPS
7086,EMO CAPITAL CORP.,1410708,CIK0001410708,NUVI
7087,HEALTH DISCOVERY CORPORATION,1141788,CIK0001141788,HDVY
7088,"Pioneer Green Farms, Inc.",0001902700,CIK0001902700,PGFF
7089,POOL CORPORATION,945841,CIK0000945841,POOL
7090,i-80 Gold Corp.,0001853962,CIK0001853962,IAUX
7091,Airspan Networks Holdings Inc.,1823882,CIK0001823882,MIMO
7092,CYBEROPTICS CORP,768411,CIK0000768411,CYBE
7093,GOLAR LNG LIMITED,1207179,CIK0001207179,GLNG
7094,"PRA Group, Inc",1185348,CIK0001185348,PRAA
7095,SFL Corporation Ltd.,1289877,CIK0001289877,SFL
7096,CION Investment Corporation,0001534254,CIK0001534254,CION
7097,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",1482430,CIK0001482430,KBSR
7098,"BERRY GLOBAL GROUP, INC.",1378992,CIK0001378992,BERY
7099,"Allogene Therapeutics, Inc.",1737287,CIK0001737287,ALLO
7100,Independent Bank Corp.,776901,CIK0000776901,INDB
7101,"HELIUS MEDICAL TECHNOLOGIES, INC.",1610853,CIK0001610853,HSDT
7102,IMAX Corporation,921582,CIK0000921582,IMAX
7103,"Contango ORE, Inc.",1502377,CIK0001502377,CTGO
7104,Prime Impact Acquisition I,1819175,CIK0001819175,PIAI
7105,"SELLAS Life Sciences Group, Inc.",1390478,CIK0001390478,SLS
7106,SEMPER PARATUS ACQUISITION CORPORATION,1860871,CIK0001860871,LGSTW
7107,CITY HOLDING COMPANY,726854,CIK0000726854,CHCO
7108,"HarborOne Bancorp, Inc.",1769617,CIK0001769617,HONE
7109,OneSpaWorld Holdings Limited,1758488,CIK0001758488,OSW
7110,ASTRONICS CORPORATION,8063,CIK0000008063,ATROB
7111,SOLENO THERAPEUTICS INC,1484565,CIK0001484565,SLNO
7112,QUHUO Ltd,1781193,CIK0001781193,QH
7113,AMERICAN SHARED HOSPITAL SERVICES,744825,CIK0000744825,AMS
7114,American Express Co,4962,CIK0000004962,AXP
7115,FTAC PARNASSUS ACQUISITION CORP.,1839972,CIK0001839972,FTPAW
7116,VISION ENERGY CORPORATION,1676580,CIK0001676580,VIHD
7117,NUVEI CORPORATION,0001765159,CIK0001765159,NVEI
7118,"Nuo Therapeutics, Inc.",1091596,CIK0001091596,AURX
7119,DUKE ENERGY CORPORATION,1326160,CIK0001326160,DUKB
7120,"LANDMARK BANCORP, INC.",1141688,CIK0001141688,LARK
7121,"P10, Inc.",1841968,CIK0001841968,PX
7122,"TELCO CUBA, INC.",1427644,CIK0001427644,QBAN
7123,Celularity Inc.,1752828,CIK0001752828,CELUW
7124,"MAG MILE CAPITAL, INC.",1879293,CIK0001879293,MYSN
7125,"Minerva Neurosciences, Inc.",1598646,CIK0001598646,NERV
7126,America Great Health,1098009,CIK0001098009,AAGH
7127,"M-tron Industries, Inc.",0001902314,CIK0001902314,MPTI
7128,CirTran Corporation,813716,CIK0000813716,CIRX
7129,DRAFTKINGS INC.,0001883685,CIK0001883685,DKNG
7130,AETHERIUM ACQUISITION CORP.,0001866547,CIK0001866547,GMFIW
7131,ROGERS CORP,84748,CIK0000084748,ROG
7132,,0001756404,CIK0001756404,PDSKX
7133,Sportradar Group AG,0001836470,CIK0001836470,SRAD
7134,"MIMEDX GROUP, INC.",1376339,CIK0001376339,MDXG
7135,Main Street Capital Corporation,0001396440,CIK0001396440,MAIN
7136,"Processa Pharmaceuticals, Inc.",1533743,CIK0001533743,PCSA
7137,STRATA POWER CORPORATION,1227282,CIK0001227282,SPOWF
7138,"AMERICAN ASSETS TRUST, INC.",1500217,CIK0001500217,AAT
7139,"Bubblr, Inc.",0001873722,CIK0001873722,BBLR
7140,"Paymentus Holdings, Inc.",1841156,CIK0001841156,PAY
7141,YOSHIHARU GLOBAL CO.,0001898604,CIK0001898604,YOSH
7142,ETHEMA HEALTH CORPORATION.,792935,CIK0000792935,GRST
7143,"AMERAMEX INTERNATIONAL, INC.",1776048,CIK0001776048,AMMX
7144,CONDUIT PHARMACEUTICALS INC.,0001896212,CIK0001896212,MURFW
7145,"CreditRiskMonitor.com, Inc.",315958,CIK0000315958,CRMZ
7146,MYMETICS CORPORATION,927761,CIK0000927761,MYMX
7147,"AVENUE THERAPEUTICS, INC.",1644963,CIK0001644963,ATXI
7148,SportsTek Acquisition Corp.,1836259,CIK0001836259,SPTKW
7149,SAMSARA INC.,0001642896,CIK0001642896,IOT
7150,Yijia Group Corp.,1699709,CIK0001699709,YJGJ
7151,PENNS WOODS BANCORP INC,716605,CIK0000716605,PWOD
7152,KENNAMETAL INC.,55242,CIK0000055242,KMT
7153,"REGENERON PHARMACEUTICALS, INC.",872589,CIK0000872589,REGN
7154,"AVANT TECHNOLOGIES, INC.",1740797,CIK0001740797,TREN
7155,CREDICORP LTD,1001290,CIK0001001290,BAP
7156,,0000895528,CIK0000895528,VPV
7157,INTEGRA RESOURCES CORP.,1722387,CIK0001722387,ITRG
7158,Granite Construction Incorporated,861459,CIK0000861459,GVA
7159,"GreenLight Biosciences Holdings, PBC",1822691,CIK0001822691,GRNAW
7160,ALTA EQUIPMENT GROUP INC.,1759824,CIK0001759824,ALTG
7161,OASMIA PHARMACEUTICAL AB,1607245,CIK0001607245,OASMY
7162,FIRST FOUNDATION INC.,1413837,CIK0001413837,FFWM
7163,"Mass Megawatts Wind Power, Inc.",1117228,CIK0001117228,MMMW
7164,W. R. BERKLEY CORP,11544,CIK0000011544,WRB
7165,"TECHCOM, INC.",1481443,CIK0001481443,TCRI
7166,TISHMAN SPEYER INNOVATION CORP. II,1832737,CIK0001832737,TSIBW
7167,"COFFEE HOLDING CO., INC.",1007019,CIK0001007019,JVA
7168,BOWLERO CORP.,1840572,CIK0001840572,BOWL
7169,"HCA Healthcare, Inc.",860730,CIK0000860730,HCA
7170,,0001287498,CIK0001287498,EVG
7171,SEASTAR MEDICAL HOLDING CORPORATION,1831868,CIK0001831868,LMAOW
7172,IDT CORPORATION,1005731,CIK0001005731,IDT
7173,FIRST BANCORP,1057706,CIK0001057706,FBP
7174,MDU RESOURCES GROUP INC,67716,CIK0000067716,MDU
7175,"AIS HOLDINGS GROUP, INC.",1702015,CIK0001702015,AIDG
7176,"MERCURY SYSTEMS, INC.",1049521,CIK0001049521,MRCY
7177,"U.S. NeuroSurgical Holdings, Inc.",1089815,CIK0001089815,USNU
7178,"ORION GROUP HOLDINGS, INC.",1402829,CIK0001402829,ORN
7179,ADVECO GROUP INC.,1698519,CIK0001698519,ADVV
7180,VAREX IMAGING CORPORATION,1681622,CIK0001681622,VREX
7181,CCC INTELLIGENT SOLUTIONS HOLDINGS INC.,1818201,CIK0001818201,CCCS
7182,LivaNova PLC,1639691,CIK0001639691,LIVN
7183,Ford Motor Co,37996,CIK0000037996,F
7184,"CASTELLUM, INC.",0001877939,CIK0001877939,ONOV
7185,Seaport Global Acquisition II Corp.,0001869824,CIK0001869824,SGIIW
7186,DP CAP ACQUISITION CORP I,0001857803,CIK0001857803,DPCSW
7187,SOCIETY PASS INCORPORATED,1817511,CIK0001817511,SOPA
7188,EMPIRE PETROLEUM CORPORATION,887396,CIK0000887396,EP
7189,RELIANCE STEEL & ALUMINUM CO,861884,CIK0000861884,RS
7190,"EVEREST GROUP, LTD.",1095073,CIK0001095073,RE
7191,HEALTHSTREAM INC,1095565,CIK0001095565,HSTM
7192,"GORES HOLDINGS VIII, INC.",1841080,CIK0001841080,GIIXW
7193,"PROSOMNUS, INC.",0001934064,CIK0001934064,OSA
7194,Smith-Midland Corporation,924719,CIK0000924719,SMID
7195,"Healthcare Trust, Inc.",1561032,CIK0001561032,HTIBP
7196,"APPLE HOSPITALITY REIT, INC.",1418121,CIK0001418121,APLE
7197,TRIO PETROLEUM CORP.,0001898766,CIK0001898766,TPET
7198,"ASBURY AUTOMOTIVE GROUP, INC.",1144980,CIK0001144980,ABG
7199,PBF ENERGY INC.,1534504,CIK0001534504,PBF
7200,"VERTEX ENERGY, INC.",890447,CIK0000890447,VTNR
7201,Western Acquisition Ventures Corp.,0001868419,CIK0001868419,WAVSW
7202,"Youngevity International, Inc.",1569329,CIK0001569329,YGYIP
7203,"Biocept, Inc.",1044378,CIK0001044378,BIOC
7204,NABORS INDUSTRIES LTD,1163739,CIK0001163739,NBRWF
7205,PANGAEA LOGISTICS SOLUTIONS LTD.,1606909,CIK0001606909,PANL
7206,"ScanSource, Inc.",918965,CIK0000918965,SCSC
7207,HORMEL FOODS CORPORATION,48465,CIK0000048465,HRL
7208,GH CAPITAL INC.,1609472,CIK0001609472,VITX
7209,ALTERITY THERAPEUTICS LIMITED,1131343,CIK0001131343,ATHE
7210,"ACORDA THERAPEUTICS, INC.",1008848,CIK0001008848,ACOR
7211,METALS ACQUISITION CORP,1853021,CIK0001853021,MTAL
