,industry,industry_Disp,indistry_map_dic,sector,sectorKey,sectorDisp
MVIS,Scientific & Technical Instruments,Scientific & Technical Instruments,scientific-technical-instruments,Technology,technology,Technology
NEXA,Other Industrial Metals & Mining,Other Industrial Metals & Mining,other-industrial-metals-mining,Basic Materials,basic-materials,Basic Materials
KRUS,Restaurants,Restaurants,restaurants,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
EVGO,Specialty Retail,Specialty Retail,specialty-retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
NVTS,Semiconductors,Semiconductors,semiconductors,Technology,technology,Technology
HTBK,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
TRTX,REIT - Mortgage,REIT - Mortgage,reit-mortgage,Real Estate,real-estate,Real Estate
SENS,Medical Devices,Medical Devices,medical-devices,Healthcare,healthcare,Healthcare
STRL,Engineering & Construction,Engineering & Construction,engineering-construction,Industrials,industrials,Industrials
WISH,Internet Retail,Internet Retail,internet-retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
INNV,Medical Care Facilities,Medical Care Facilities,medical-care-facilities,Healthcare,healthcare,Healthcare
BW,Specialty Industrial Machinery,Specialty Industrial Machinery,specialty-industrial-machinery,Industrials,industrials,Industrials
CRESY,Conglomerates,Conglomerates,conglomerates,Industrials,industrials,Industrials
NWBO,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
CERS,Medical Devices,Medical Devices,medical-devices,Healthcare,healthcare,Healthcare
HUYA,Entertainment,Entertainment,entertainment,Communication Services,communication-services,Communication Services
HSTM,Health Information Services,Health Information Services,health-information-services,Healthcare,healthcare,Healthcare
HZO,Specialty Retail,Specialty Retail,specialty-retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
UFPT,Medical Devices,Medical Devices,medical-devices,Healthcare,healthcare,Healthcare
GWH,Electrical Equipment & Parts,Electrical Equipment & Parts,electrical-equipment-parts,Industrials,industrials,Industrials
DOMO,Software - Application,Software - Application,software-application,Technology,technology,Technology
SD,Oil & Gas E&P,Oil & Gas E&P,oil-gas-e-p,Energy,energy,Energy
TGI,Aerospace & Defense,Aerospace & Defense,aerospace-defense,Industrials,industrials,Industrials
HLX,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,oil-gas-equipment-services,Energy,energy,Energy
SOHU,Electronic Gaming & Multimedia,Electronic Gaming & Multimedia,electronic-gaming-multimedia,Communication Services,communication-services,Communication Services
BRW,Asset Management,Asset Management,asset-management,Financial Services,financial-services,Financial Services
MOV,Luxury Goods,Luxury Goods,luxury-goods,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
MVST,Electrical Equipment & Parts,Electrical Equipment & Parts,electrical-equipment-parts,Industrials,industrials,Industrials
PHK,Asset Management,Asset Management,asset-management,Financial Services,financial-services,Financial Services
FAX,Asset Management,Asset Management,asset-management,Financial Services,financial-services,Financial Services
PLOW,Auto Parts,Auto Parts,auto-parts,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
CRGY,Oil & Gas E&P,Oil & Gas E&P,oil-gas-e-p,Energy,energy,Energy
IMTX,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
GOOD,REIT - Diversified,REIT - Diversified,reit-diversified,Real Estate,real-estate,Real Estate
ATEX,Telecom Services,Telecom Services,telecom-services,Communication Services,communication-services,Communication Services
NESR,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,oil-gas-equipment-services,Energy,energy,Energy
FSM,Gold,Gold,gold,Basic Materials,basic-materials,Basic Materials
NKTR,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
CAC,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
GSL,Rental & Leasing Services,Rental & Leasing Services,rental-leasing-services,Industrials,industrials,Industrials
MTLS,Software - Application,Software - Application,software-application,Technology,technology,Technology
BTO,Asset Management,Asset Management,asset-management,Financial Services,financial-services,Financial Services
PCOK,REIT - Diversified,REIT - Diversified,reit-diversified,Real Estate,real-estate,Real Estate
NWLI,Insurance - Life,Insurance - Life,insurance-life,Financial Services,financial-services,Financial Services
GMRE,REIT - Healthcare Facilities,REIT - Healthcare Facilities,reit-healthcare-facilities,Real Estate,real-estate,Real Estate
RICK,Restaurants,Restaurants,restaurants,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
SAFLY,Medical Instruments & Supplies,Medical Instruments & Supplies,medical-instruments-supplies,Healthcare,healthcare,Healthcare
ACET,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
BRFH,Beverages - Non-Alcoholic,Beverages - Non - Alcoholic,beverages-non-alcoholic,Consumer Defensive,consumer-defensive,Consumer Defensive
UHT,REIT - Healthcare Facilities,REIT - Healthcare Facilities,reit-healthcare-facilities,Real Estate,real-estate,Real Estate
CLW,Paper & Paper Products,Paper & Paper Products,paper-paper-products,Basic Materials,basic-materials,Basic Materials
GOEV,Auto Manufacturers,Auto Manufacturers,auto-manufacturers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
ZH,Internet Content & Information,Internet Content & Information,internet-content-information,Communication Services,communication-services,Communication Services
CFB,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
BASE,Software - Infrastructure,Software - Infrastructure,software-infrastructure,Technology,technology,Technology
CENX,Aluminum,Aluminum,aluminum,Basic Materials,basic-materials,Basic Materials
GRC,Specialty Industrial Machinery,Specialty Industrial Machinery,specialty-industrial-machinery,Industrials,industrials,Industrials
HBIA,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
GHLD,Mortgage Finance,Mortgage Finance,mortgage-finance,Financial Services,financial-services,Financial Services
TITN,Industrial Distribution,Industrial Distribution,industrial-distribution,Industrials,industrials,Industrials
ATNI,Telecom Services,Telecom Services,telecom-services,Communication Services,communication-services,Communication Services
ATAI,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
AMBC,Insurance - Specialty,Insurance - Specialty,insurance-specialty,Financial Services,financial-services,Financial Services
GCO,Apparel Retail,Apparel Retail,apparel-retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
NRBO,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
VALU,Financial Data & Stock Exchanges,Financial Data & Stock Exchanges,financial-data-stock-exchanges,Financial Services,financial-services,Financial Services
FNMA,Mortgage Finance,Mortgage Finance,mortgage-finance,Financial Services,financial-services,Financial Services
MCRB,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
BJRI,Restaurants,Restaurants,restaurants,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
YEXT,Software - Infrastructure,Software - Infrastructure,software-infrastructure,Technology,technology,Technology
VMO,Asset Management,Asset Management,asset-management,Financial Services,financial-services,Financial Services
GTHX,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
NX,Building Products & Equipment,Building Products & Equipment,building-products-equipment,Industrials,industrials,Industrials
LEU,Uranium,Uranium,uranium,Energy,energy,Energy
FBMS,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
COGT,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
NTGR,Communication Equipment,Communication Equipment,communication-equipment,Technology,technology,Technology
FEDU,Education & Training Services,Education & Training Services,education-training-services,Consumer Defensive,consumer-defensive,Consumer Defensive
GHRS,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
SEAT,Internet Content & Information,Internet Content & Information,internet-content-information,Communication Services,communication-services,Communication Services
NNDM,Computer Hardware,Computer Hardware,computer-hardware,Technology,technology,Technology
VINP,Asset Management,Asset Management,asset-management,Financial Services,financial-services,Financial Services
FPI,REIT - Specialty,REIT - Specialty,reit-specialty,Real Estate,real-estate,Real Estate
MHD,Asset Management,Asset Management,asset-management,Financial Services,financial-services,Financial Services
VRNA,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
AGEN,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
TRST,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
PML,Asset Management,Asset Management,asset-management,Financial Services,financial-services,Financial Services
GLDD,Engineering & Construction,Engineering & Construction,engineering-construction,Industrials,industrials,Industrials
IDT,Telecom Services,Telecom Services,telecom-services,Communication Services,communication-services,Communication Services
MYE,Packaging & Containers,Packaging & Containers,packaging-containers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
BBAR,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
SRNE,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
SLRC,Asset Management,Asset Management,asset-management,Financial Services,financial-services,Financial Services
HLLY,Auto Parts,Auto Parts,auto-parts,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
CEVA,Semiconductors,Semiconductors,semiconductors,Technology,technology,Technology
SCVL,Apparel Retail,Apparel Retail,apparel-retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
DENN,Restaurants,Restaurants,restaurants,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
BBDC,Asset Management,Asset Management,asset-management,Financial Services,financial-services,Financial Services
LILM,Aerospace & Defense,Aerospace & Defense,aerospace-defense,Industrials,industrials,Industrials
OSBC,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
COLL,Drug Manufacturers - Specialty & Generic,Drug Manufacturers - Specialty & Generic,drug-manufacturers-specialty-generic,Healthcare,healthcare,Healthcare
FFIC,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
YMAB,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
CPF,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
PGC,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
NLST,Semiconductors,Semiconductors,semiconductors,Technology,technology,Technology
CURV,Apparel Retail,Apparel Retail,apparel-retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
MBI,Insurance - Specialty,Insurance - Specialty,insurance-specialty,Financial Services,financial-services,Financial Services
RERE,Internet Retail,Internet Retail,internet-retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
SIBN,Medical Devices,Medical Devices,medical-devices,Healthcare,healthcare,Healthcare
INGN,Medical Devices,Medical Devices,medical-devices,Healthcare,healthcare,Healthcare
BIG,Discount Stores,Discount Stores,discount-stores,Consumer Defensive,consumer-defensive,Consumer Defensive
ALCC,Shell Companies,Shell Companies,shell-companies,Financial Services,financial-services,Financial Services
